U:0,U:1,U:2,p,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,Point ID
0.373402,5.22568e-14,0,1069.94,1,58.8,-41.2,0,0.5,294
0.373383,5.50649e-14,0,1069.85,1,59,-41,0,0.5,295
0.373364,5.7873e-14,0,1069.76,1,59.2,-40.8,0,0.5,296
0.373345,6.0681e-14,0,1069.67,1,59.4,-40.6,0,0.5,297
0.373326,6.3489e-14,0,1069.58,1,59.6,-40.4,0,0.5,298
0.373307,6.62971e-14,0,1069.49,1,59.8,-40.2,0,0.5,299
0.373288,6.91052e-14,0,1069.41,1,60,-40,0,0.5,300
0.373269,7.19132e-14,0,1069.32,1,60.2,-39.8,0,0.5,301
0.37325,7.47213e-14,0,1069.23,1,60.4,-39.6,0,0.5,302
0.37323,7.75293e-14,0,1069.14,1,60.6,-39.4,0,0.5,303
0.373241,9.69722e-14,0,1069.05,1,60.8,-39.2,0,0.5,304
0.373261,1.2123e-13,0,1068.95,1,61,-39,0,0.5,305
0.37328,1.45489e-13,0,1068.86,1,61.2,-38.8,0,0.5,306
0.3733,1.69747e-13,0,1068.76,1,61.4,-38.6,0,0.5,307
0.37332,1.94005e-13,0,1068.67,1,61.6,-38.4,0,0.5,308
0.373339,2.18263e-13,0,1068.57,1,61.8,-38.2,0,0.5,309
0.373359,2.42522e-13,0,1068.48,1,62,-38,0,0.5,310
0.373378,2.6678e-13,0,1068.39,1,62.2,-37.8,0,0.5,311
0.373398,2.91038e-13,0,1068.29,1,62.4,-37.6,0,0.5,312
0.373417,3.15296e-13,0,1068.2,1,62.6,-37.4,0,0.5,313
0.373437,3.39554e-13,0,1068.1,1,62.8,-37.2,0,0.5,314
0.373456,3.63813e-13,0,1068.01,1,63,-37,0,0.5,315
0.373476,3.88071e-13,0,1067.91,1,63.2,-36.8,0,0.5,316
0.373496,4.12329e-13,0,1067.82,1,63.4,-36.6,0,0.5,317
0.373515,4.36587e-13,0,1067.73,1,63.6,-36.4,0,0.5,318
0.373535,4.60845e-13,0,1067.63,1,63.8,-36.2,0,0.5,319
0.373554,4.85104e-13,0,1067.54,1,64,-36,0,0.5,320
0.373574,5.09362e-13,0,1067.44,1,64.2,-35.8,0,0.5,321
0.373593,5.3362e-13,0,1067.35,1,64.4,-35.6,0,0.5,322
0.373613,5.57878e-13,0,1067.26,1,64.6,-35.4,0,0.5,323
0.373633,5.82136e-13,0,1067.16,1,64.8,-35.2,0,0.5,324
0.373652,6.06395e-13,0,1067.07,1,65,-35,0,0.5,325
0.373672,6.30653e-13,0,1066.97,1,65.2,-34.8,0,0.5,326
0.373691,6.54911e-13,0,1066.88,1,65.4,-34.6,0,0.5,327
0.373692,6.65425e-13,0,1066.79,1,65.6,-34.4,0,0.5,328
0.373673,6.60071e-13,0,1066.7,1,65.8,-34.2,0,0.5,329
0.373653,6.54717e-13,0,1066.61,1,66,-34,0,0.5,330
0.373633,6.49364e-13,0,1066.52,1,66.2,-33.8,0,0.5,331
0.373613,6.4401e-13,0,1066.43,1,66.4,-33.6,0,0.5,332
0.373593,6.38656e-13,0,1066.34,1,66.6,-33.4,0,0.5,333
0.373573,6.33302e-13,0,1066.25,1,66.8,-33.2,0,0.5,334
0.373554,6.27948e-13,0,1066.16,1,67,-33,0,0.5,335
0.373534,6.22594e-13,0,1066.07,1,67.2,-32.8,0,0.5,336
0.373514,6.1724e-13,0,1065.98,1,67.4,-32.6,0,0.5,337
0.373494,6.11886e-13,0,1065.89,1,67.6,-32.4,0,0.5,338
0.373474,6.06533e-13,0,1065.8,1,67.8,-32.2,0,0.5,339
0.373454,6.01179e-13,0,1065.71,1,68,-32,0,0.5,340
